//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
//Kalphite Guardian - 141
2313 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Kalphite Queen - 333
2314 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Kalphite Queen - 333
2315 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//The Shaikahan - 83
2355 - 4760 7834 7832 7833 4 4 0 152 MAGE -1 -1 PASSIVE
//Elf Warrior - 90
2417 - 10000 -1 -1 12793 0 0 60 0 MELEE -1 -1 PASSIVE
//Elf Warrior - 108
2452 - 2400 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Rabbit - 2
2454 - 350 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Rabbit - 2
2455 - 700 -1 -1 -1 4 1 60 110 RANGE -1 -1 AGRESSIVE
//Rabbit - 2
2456 - 690 -1 -1 -1 4 1 60 100 RANGE -1 -1 AGRESSIVE
//Grizzly bear - 42
2457 - 1300 -1 -1 -1 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Grizzly bear cub - 33
2489 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE
//Grizzly bear cub - 36
2490 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE
//Tyras guard - 110
2491 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Tyras guard - 110
2492 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Tyras guard - 110
2499 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Ghoul - 42
2501 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Leech - 52
2503 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Vampyre - 72
2547 - 200 422 425 836 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Vampyre - 72
2571 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Myre Blamish Snail - 9
2591 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Bruise Blamish Snail - 20
2591 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Myre Blamish Snail - 10
2592 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Bruise Blamish Snail - 20
2594 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Loar Shadow - 40
2595 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Loar Shade - 40
2596 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Phrin Shadow - 60
2597 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Phrin Shade - 60
2600 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//Riyl Shadow - 80
2601 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//Riyl Shade - 80
2602 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//Asyn Shadow - 100
2603 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//Asyn Shade - 100
2605 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//Fiyr Shadow - 120
2606 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//Fiyr Shade - 120
2607 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//Saradomin wizard - 108
2608 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//Rock Crab - 13
2609 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//Rock Crab - 13
2611 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//The Draugen - 69
2614 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//Freidir - 48
2615 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//Borrokar - 48
2616 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//Lanzig - 48
2627 - 100 16089 16088 16109 7 1 60 40 MELEE -1 -1 AGRESSIVE
//Fox - 57
2628 - 100 -1 -1 -1 7 1 60 40 MELEE -1 -1 AGRESSIVE
//Bunny - 2
2629 - 200 -1 -1 -1 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Bunny - 2
2630 - 200 16163 16165 16164 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Bear Cub - 15
2674 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Bear Cub - 15
2677 - 130 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Unicorn Foal - 12
2678 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Black unicorn Foal - 22
2679 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Fenris wolf - 64
2680 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dagannoth - 74
2681 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dagannoth - 74
2682 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Dagannoth - 74
2683 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Dagannoth - 92
2685 - 230 164 165 -1 3 2 60 48 MELEE -1 -1 AGRESSIVE
//Dagannoth - 92
2686 - 230 164 165 -1 3 2 60 48 MELEE -1 -1 AGRESSIVE
//Dagannoth - 92
2687 - 230 164 165 -1 3 2 60 48 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2688 - 230 163 165 -1 3 2 60 48 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2693 - 30 -1 -1 -1 4 1 60 8 MELEE -1 -1 PASSIVE
//Dagannoth mother - 100
2695 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2696 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Dagannoth mother - 100
2697 - 80 -1 -1 -1 4 1 60 14 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2698 - 420 -1 -1 -1 6 1 60 47 MELEE -1 -1 AGRESSIVE
//Skraeling - 2
2699 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Skraeling - 2
2700 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Alrik - 2
2701 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Rannveig - 2
2702 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Valgerd - 2
2703 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Skraeling - 2
2709 - 250 -1 -1 -1 4 1 60 60 MAGE -1 -1 PASSIVE
//Broddi - 2
2710 - 250 -1 -1 -1 4 1 60 40 MAGE -1 -1 PASSIVE
//Skraeling - 2
2711 - 250 -1 -1 -1 4 1 60 60 MAGE -1 -1 PASSIVE
//Ragnvald - 2
2712 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 PASSIVE
//Chicken - 1
2734 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE
//Chicken - 1
2735 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE
//Rooster - 2
2736 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Rabbit - 2
2737 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Duke - 149
2738 - 100 16167 16169 16168 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Oipuis - 149
2739 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE
//Uyoro - 149
2740 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE
//Ouhai - 149
2741 - 800 16102 16101 16103 4 4 60 280 MELEE -1 -1 AGRESSIVE
//Uodai - 149
2742 - 800 9252 9253 9254 4 4 60 280 MELEE -1 -1 AGRESSIVE
//Padulah - 149
2743 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE
//Monkey Archer - 86
2744 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE
//Monkey Archer - 86
2745 - 2500 16204 16201 16188 7 6 1 998 SPECIAL -1 -1 AGRESSIVE
//Monkey Archer - 86
2746 - 600 16087 16086 -1 4 6 60 140 MELEE -1 -1 AGRESSIVE
//Monkey Guard - 167
2782 - 150 -1 -1 -1 5 1 60 130 MELEE -1 -1 AGRESSIVE
//Monkey Guard - 167
2783 - 2200 2731 2732 2733 5 3 170 0 MELEE -1 -1 AGRESSIVE
//Monkey Zombie - 129
2801 - 700 2100 8578 8576 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Monkey Zombie - 82
2803 - 400 1579 1580 1581 3 1 60 60 MELEE -1 -1 AGRESSIVE
//Jungle demon
2804 - 250 1579 1580 1581 3 1 60 40 MELEE -1 -1 AGRESSIVE
//Spider - 1
2805 - 250 1579 1580 1581 3 1 60 40 MELEE -1 -1 AGRESSIVE
//Jungle spider - 37
2806 - 250 1579 1580 1581 3 1 60 40 MELEE -1 -1 AGRESSIVE
//Possessed pickaxe - 50
2807 - 150 1579 1580 1581 3 1 60 40 MELEE -1 -1 AGRESSIVE
//Skeletal miner - 42
2808 - 150 1579 1580 1581 3 1 60 40 MELEE -1 -1 AGRESSIVE
//Treus Dayth - 95
2837 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ghost - 29
2838 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Arrg - 171
2839 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice wolf - 96
2840 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice Troll - 124
2841 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice Troll - 120
2842 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice Troll - 120
2849 - 900 -1 -1 -1 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Ice Troll - 120
2850 - 400 -1 -1 -1 5 1 60 50 MELEE -1 -1 PASSIVE
//Skeleton Hellhound - 97
2881 - 2560 2855 2852 2856 7 1 60 300 RANGE -1 -1 AGRESSIVE
//Fire giant - 86
2882 - 2550 2854 2852 2856 4 1 60 610 MAGE -1 -1 AGRESSIVE
//Fire giant - 86
2883 - 2550 2853 2852 2856 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
2884 - 1300 2365 2366 2367 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Fire giant - 86
2885 - 2400 1312 1313 1314 2 1 60 110 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
2887 - 690 1343 1340 1342 2 1 60 100 RANGE -1 -1 AGRESSIVE
//Moss giant - 42
2888 - 700 1341 1340 1342 2 1 60 90 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
2889 - 1500 2859 2860 2862 3 1 60 150 MELEE -1 -1 AGRESSIVE
//Baby red dragon - 48
2892 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Bronze dragon - 131
2894 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Iron dragon - 189
2896 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Steel dragon - 246
2919 - 950 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Wild dog - 63
3026 - 800 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Wild dog - 63
3042 - 220 -1 -1 -1 4 1 60 34 MELEE -1 -1 PASSIVE
//Cave crawler - 23
3043 - 220 -1 -1 -1 4 1 60 34 MELEE -1 -1 PASSIVE
//Cave crawler - 23
3057 - 1080 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
3058 - 350000 4652 4651 4653 7 4 -1 900 SPECIAL -1 -1 PASSIVE
//Cave crawler - 23
3059 - 1000 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Aberrant spectre - 96
3061 - 580 -1 -1 -1 4 1 60 100 RANGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
3062 - 400 -1 -1 -1 5 1 60 35 MELEE -1 -1 AGRESSIVE
//Aberrant spectre - 96
3063 - 420000 2100 8578 8576 8 4 -1 400 SPECIAL -1 -1 PASSIVE
//Aberrant spectre - 96
3064 - 250000 64 65 67 5 4 -1 600 SPECIAL -1 -1 PASSIVE
//Kurask - 106
3065 - 580 -1 -1 -1 4 1 60 50 RANGE -1 -1 AGRESSIVE
//Kurask - 106
3066 - 600 -1 -1 -1 5 1 60 70 MELEE -1 -1 AGRESSIVE
//Gargoyle - 111
3067 - 1230 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Swarming turoth - 89
3068 - 2000 1589 1590 1591 7 1 60 139 SPECIAL2 -1 -1 AGRESSIVE
//Banshee - 23
3069 - 2000 1589 1590 1591 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Nechryael - 115
3070 - 2000 1589 1590 1591 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Death spawn - 46
3071 - 2000 1589 1590 1591 7 1 60 139 MELEE -1 -1 AGRESSIVE
//Abyssal demon - 124
3072 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Basilisk - 61
3073 - 590 -1 -1 -1 5 1 60 61 MELEE -1 -1 AGRESSIVE
//Basilisk - 61
3090 - 350 -1 -1 -1 4 1 60 42 MELEE -1 -1 AGRESSIVE
//Bloodveld - 76
3153 - 250 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Bloodveld - 76
3187 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Cockatrice - 37
3188 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Cockatrice - 37
3189 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Turoth - 89
3190 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Dust devil - 93
3191 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Turoth - 87
3192 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Turoth - 85
3193 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Turoth - 83
3194 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Turoth - 88
3195 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Turoth - 88
3196 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Rockslug - 29
3200 - 2500 -1 -1 -1 6 1 60 284 MELEE -1 -1 AGRESSIVE
//Rockslug - 29
3201 - 510 -1 -1 -1 3 1 60 64 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
3202 - 510 -1 -1 -1 3 1 60 64 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
3222 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
3223 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
3225 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Jelly - 78
3226 - 93 422 425 836 5 1 60 15 MELEE -1 -1 PASSIVE
//Jelly - 78
3228 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Jelly - 78
3229 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Jelly - 78
3230 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Jelly - 78
3231 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Jelly - 78
3232 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
3233 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
3237 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
3239 - 70 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
3240 - 70 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
3241 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 AGRESSIVE
//Moss giant - 84
3242 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Undead cow - 2
3243 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Undead chicken - 1
3244 - 240 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Tortured soul - 59
3245 - 240 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//H.A.M. Guard - 12
3264 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//H.A.M. Guard - 18
3265 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//H.A.M. Guard - 22
3266 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Terrorbird - 28
3267 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Mounted terrorbird gnome - 31
3291 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Farmer - 7
3309 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Farmer - 7
3313 - 1020 -1 -1 -1 4 1 60 110 MELEE -1 -1 PASSIVE
//Farmer - 7
3334 - 10000 12791 12792 12793 4 5 60 722 SPECIAL -1 2314 PASSIVE
//Cow - 2
3340 - 2000 3312 3311 3310 7 1 60 214 MELEE -1 -1 PASSIVE
//Goblin - 2
3346 - 650 2776 2775 2777 4 1 0 88 MELEE -1 -1 PASSIVE
//Goblin - 2
3347 - 750 2776 2775 2777 4 1 0 88 MELEE -1 -1 PASSIVE
//Goblin - 2
3348 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
3349 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
3350 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
3375 - 1200 2302 2302 2301 4 2 2000000000 50 SPECIAL2 -1 -1 AGRESSIVE
//Goblin - 2
3376 - 800 -1 -1 -1 5 1 60 81 MELEE -1 -1 AGRESSIVE
//Goblin - 2
3406 - 170 17492 17493 17491 5 1 60 20 MELEE -1 -1 PASSIVE
//Dwarf gang member - 44
3407 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dwarf gang member - 48
3408 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dwarf gang member - 49
3409 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//Slagilith - 92
3410 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//The Kendal - 70
3411 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//The Kendal - 70
3412 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//Camp dweller - 31
3419 - 600 8577 8578 8576 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Camp dweller - 31
3421 - 190 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Camp dweller - 31
3422 - 200 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Camp dweller - 31
3423 - 200 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Cave goblin - 3
3424 - 180 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cave goblin - 3
3449 - 600 2100 8578 8576 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Cave goblin - 3
3450 - 15000 2100 8578 8576 4 3 -1 200 MELEE -1 -1 PASSIVE
//Cave goblin - 3
3451 - 600 2100 8578 8576 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Gargoyle - 111
3478 - 3280 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//Giant frog - 99
3484 - 1200 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Big frog - 24
3491 - 1400 -1 -1 -1 4 1 60 270 MELEE -1 -1 AGRESSIVE
//Cave slime - 23
3493 - 2000 3501 3500 3503 4 1 60 700 MELEE 129 130 AGRESSIVE
//Cave bug - 6
3494 - 2100 1750 1751 1752 4 1 60 800 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Strength - 125
3495 - 2400 1979 -1 -1 4 1 60 900 MAGE -1 -1 AGRESSIVE
//Arzinian Avatar of Strength - 75
3496 - 1400 3508 3505 3505 4 1 60 1000 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Ranging - 125
3497 - 2400 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Ranging - 75
3498 - 2400 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Magic - 125
3499 - 2400 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Magic - 75
3500 - 2400 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Desert snake - 5
3501 - 2400 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Bandit champion - 70
3502 - 2400 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Menaphite Thug - 55
3521 - 850 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Menaphite Thug - 55
3522 - 850 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Tough Guy - 75
3523 - 850 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Kamil - 154
3524 - 850 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Dessous - 139
3525 - 850 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Dessous - 139
3531 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Bandit - 57
3532 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Ice troll - 124
3533 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Ice troll - 120
3581 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Ice troll - 120
3583 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Ice troll - 120
3585 - 900 -1 -1 -1 4 1 60 99 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3586 - 1150 -1 -1 -1 5 1 60 118 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3589 - 900 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3590 - 2100 13158 13163 13159 5 1 60 0 SPECIAL -1 -1 AGRESSIVE
//Ice wolf - 132
3618 - 750 -1 -1 -1 4 1 60 129 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3619 - 1500 -1 -1 -1 10 1 60 200 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3620 - 1500 -1 -1 -1 10 1 60 200 MELEE -1 -1 AGRESSIVE
//Giant Skeleton - 80
3661 - 500 6376 6375 6377 3 1 60 15 MELEE -1 -1 PASSIVE
//Shadow Hound - 63
3662 - 500 4933 4934 4935 4 1 60 15 MELEE -1 -1 PASSIVE
//Fareed - 167
3663 - 500 6184 6183 6182 3 1 60 15 MELEE -1 -1 PASSIVE
//Possessed Priest - 91
3664 - 500 17286 17287 17290 4 1 60 15 MELEE -1 -1 PASSIVE
//Crocodile - 63
3665 - 600 3812 3811 3813 2 1 60 15 MELEE -1 -1 PASSIVE
//Jackal - 21
3666 - 650 3818 3820 3821 4 1 60 15 MELEE -1 -1 PASSIVE
//Locust - 18
3667 - 700 3823 3826 3827 3 1 60 15 MELEE -1 -1 PASSIVE
//Plague frog - 11
3672 - 40 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Scarab swarm - 98
3673 - 40 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Mummy - 84
3675 - 100 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Mummy - 84
3676 - 100 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Mummy - 84
3697 - 250 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Mummy - 84
3698 - 250 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Mummy - 84
3699 - 250 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Torag the Corrupted - 115
3700 - 350 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Verac the Defiled - 115
3701 - 350 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Bloodworm - 52
3702 - 350 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Crypt rat - 43
3703 - 400 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Giant crypt rat - 76
3704 - 400 -1 -1 -1 4 1 60 51 MELEE -1 -1 PASSIVE
//Crypt spider - 56
3706 - 600 -1 -1 -1 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Giant crypt spider - 79
3707 - 500 6117 6116 6115 5 1 60 93 MELEE -1 -1 PASSIVE
//Skeleton - 77
3711 - 320 4915 4916 4917 4 1 36 0 MELEE -1 -1 AGRESSIVE
//Skeleton - 77
3715 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Zogre - 44
3727 - 400 3891 3890 3888 3 1 25 100 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3728 - 450 3891 3890 3888 3 1 25 125 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3729 - 450 3891 3890 3888 3 1 25 125 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3730 - 500 3891 3890 3888 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3731 - 500 3891 3890 3888 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3732 - 350 3901 3902 3903 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Skogre - 44
3733 - 350 3901 3902 3903 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3734 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3735 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3736 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3737 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3738 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Skogre - 44
3739 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Skogre - 44
